machine_id,machine_type,component,active_time,component_age,prev_failures,num_services_since_install,time_since_last_service,RUL,event_type_encoded,lifecycle_id,is_failure
1,Excavator,Brake System,3000,3000,0,0,3000,3649.0,1,0,0
1,Excavator,Hydraulic Pump,3000,3000,0,0,3000,4042.0,1,0,0
1,Excavator,Engine,3000,3000,0,0,3000,11524.0,1,0,0
1,Excavator,Brake System,6000,6000,0,1,3000,649.0,1,0,0
1,Excavator,Hydraulic Pump,6000,6000,0,1,3000,1042.0,1,0,0
1,Excavator,Engine,6000,6000,0,1,3000,8524.0,1,0,0
1,Excavator,Brake System,6649,6649,0,2,649,0.0,2,0,1
1,Excavator,Hydraulic Pump,7042,7042,0,2,1042,0.0,2,0,1
1,Excavator,Brake System,9000,2351,1,0,2351,6994.0,1,1,0
1,Excavator,Hydraulic Pump,9000,1958,1,0,1958,8289.0,1,1,0
1,Excavator,Engine,9000,9000,0,2,3000,5524.0,1,0,0
1,Excavator,Brake System,12000,5351,1,1,3000,3994.0,1,1,0
1,Excavator,Hydraulic Pump,12000,4958,1,1,3000,5289.0,1,1,0
1,Excavator,Engine,12000,12000,0,3,3000,2524.0,1,0,0
1,Excavator,Engine,14524,14524,0,4,2524,0.0,2,0,1
1,Excavator,Engine,15000,476,1,0,476,12139.0,1,1,0
1,Excavator,Brake System,15000,8351,1,2,3000,994.0,1,1,0
1,Excavator,Hydraulic Pump,15000,7958,1,2,3000,2289.0,1,1,0
1,Excavator,Brake System,15994,9345,1,3,994,0.0,2,1,1
1,Excavator,Hydraulic Pump,17289,10247,1,3,2289,0.0,2,1,1
1,Excavator,Brake System,18000,2006,2,0,2006,6159.0,1,2,0
1,Excavator,Hydraulic Pump,18000,711,2,0,711,9159.0,1,2,0
1,Excavator,Engine,18000,3476,1,1,3000,9139.0,1,1,0
1,Excavator,Brake System,21000,5006,2,1,3000,3159.0,1,2,0
1,Excavator,Hydraulic Pump,21000,3711,2,1,3000,6159.0,1,2,0
1,Excavator,Engine,21000,6476,1,2,3000,6139.0,1,1,0
1,Excavator,Brake System,24000,8006,2,2,3000,159.0,1,2,0
1,Excavator,Hydraulic Pump,24000,6711,2,2,3000,3159.0,1,2,0
1,Excavator,Engine,24000,9476,1,3,3000,3139.0,1,1,0
1,Excavator,Brake System,24159,8165,2,3,159,0.0,2,2,1
1,Excavator,Engine,27000,12476,1,4,3000,139.0,1,1,0
1,Excavator,Hydraulic Pump,27000,9711,2,3,3000,159.0,1,2,0
1,Excavator,Brake System,27000,2841,3,0,2841,4842.0,1,3,0
1,Excavator,Engine,27139,12615,1,5,139,0.0,2,1,1
1,Excavator,Hydraulic Pump,27159,9870,2,4,159,0.0,2,2,1
