machine_id,machine_type,component,active_time,component_age,prev_failures,num_services_since_install,time_since_last_service,RUL,event_type_encoded,lifecycle_id,is_failure
1,Excavator,Brake System,500,500,0,0,500,6149.0,0,0,0
1,Excavator,Hydraulic Pump,500,500,0,0,500,6542.0,0,0,0
1,Excavator,Engine,500,500,0,0,500,14024.0,0,0,0
1,Excavator,Brake System,1000,1000,0,0,1000,5649.0,0,0,0
1,Excavator,Hydraulic Pump,1000,1000,0,0,1000,6042.0,0,0,0
1,Excavator,Engine,1000,1000,0,0,1000,13524.0,0,0,0
1,Excavator,Brake System,1500,1500,0,0,1500,5149.0,0,0,0
1,Excavator,Hydraulic Pump,1500,1500,0,0,1500,5542.0,0,0,0
1,Excavator,Engine,1500,1500,0,0,1500,13024.0,0,0,0
1,Excavator,Engine,2000,2000,0,0,2000,12524.0,0,0,0
1,Excavator,Hydraulic Pump,2000,2000,0,0,2000,5042.0,0,0,0
1,Excavator,Brake System,2000,2000,0,0,2000,4649.0,0,0,0
1,Excavator,Brake System,2500,2500,0,0,2500,4149.0,0,0,0
1,Excavator,Hydraulic Pump,2500,2500,0,0,2500,4542.0,0,0,0
1,Excavator,Engine,2500,2500,0,0,2500,12024.0,0,0,0
1,Excavator,Brake System,3000,3000,0,0,3000,3649.0,1,0,0
1,Excavator,Hydraulic Pump,3000,3000,0,0,3000,4042.0,1,0,0
1,Excavator,Engine,3000,3000,0,0,3000,11524.0,1,0,0
1,Excavator,Brake System,3000,3000,0,0,3000,3649.0,0,0,0
1,Excavator,Hydraulic Pump,3000,3000,0,0,3000,4042.0,0,0,0
1,Excavator,Engine,3000,3000,0,0,3000,11524.0,0,0,0
1,Excavator,Engine,3500,3500,0,1,500,11024.0,0,0,0
1,Excavator,Brake System,3500,3500,0,1,500,3149.0,0,0,0
1,Excavator,Hydraulic Pump,3500,3500,0,1,500,3542.0,0,0,0
1,Excavator,Brake System,4000,4000,0,1,1000,2649.0,0,0,0
1,Excavator,Hydraulic Pump,4000,4000,0,1,1000,3042.0,0,0,0
