machine_id,machine_type,component,active_time,component_age,prev_failures,num_services_since_install,time_since_last_service,RUL,event_type_encoded,lifecycle_id,is_failure
1,Excavator,Brake System,500,500,0,0,500,7361.0,0,0,0
1,Excavator,Hydraulic Pump,500,500,0,0,500,9728.0,0,0,0
1,Excavator,Engine,500,500,0,0,500,10228.0,0,0,0
1,Excavator,Brake System,1000,1000,0,0,1000,6861.0,0,0,0
1,Excavator,Hydraulic Pump,1000,1000,0,0,1000,9228.0,0,0,0
1,Excavator,Engine,1000,1000,0,0,1000,9728.0,0,0,0
1,Excavator,Brake System,1500,1500,0,0,1500,6361.0,0,0,0
1,Excavator,Hydraulic Pump,1500,1500,0,0,1500,8728.0,0,0,0
1,Excavator,Engine,1500,1500,0,0,1500,9228.0,0,0,0
1,Excavator,Engine,2000,2000,0,0,2000,8728.0,0,0,0
1,Excavator,Hydraulic Pump,2000,2000,0,0,2000,8228.0,0,0,0
1,Excavator,Brake System,2000,2000,0,0,2000,5861.0,0,0,0
1,Excavator,Brake System,2500,2500,0,0,2500,5361.0,0,0,0
1,Excavator,Hydraulic Pump,2500,2500,0,0,2500,7728.0,0,0,0
1,Excavator,Engine,2500,2500,0,0,2500,8228.0,0,0,0
1,Excavator,Brake System,3000,3000,0,0,3000,4861.0,1,0,0
1,Excavator,Hydraulic Pump,3000,3000,0,0,3000,7228.0,1,0,0
1,Excavator,Engine,3000,3000,0,0,3000,7728.0,1,0,0
1,Excavator,Brake System,3000,3000,0,0,3000,4861.0,0,0,0
1,Excavator,Hydraulic Pump,3000,3000,0,0,3000,7228.0,0,0,0
1,Excavator,Engine,3000,3000,0,0,3000,7728.0,0,0,0
1,Excavator,Engine,3500,3500,0,1,500,7228.0,0,0,0
1,Excavator,Brake System,3500,3500,0,1,500,4361.0,0,0,0
1,Excavator,Hydraulic Pump,3500,3500,0,1,500,6728.0,0,0,0
1,Excavator,Brake System,4000,4000,0,1,1000,3861.0,0,0,0
