machine_id,machine_type,component,active_time,component_age,prev_failures,num_services_since_install,time_since_last_service,RUL,event_type_encoded,lifecycle_id,is_failure
1,Excavator,Brake System,3000,3000,0,0,3000,5086.0,1,0,0
1,Excavator,Hydraulic Pump,3000,3000,0,0,3000,6846.0,1,0,0
1,Excavator,Engine,3000,3000,0,0,3000,12077.0,1,0,0
1,Excavator,Brake System,6000,6000,0,1,3000,2086.0,1,0,0
1,Excavator,Hydraulic Pump,6000,6000,0,1,3000,3846.0,1,0,0
1,Excavator,Engine,6000,6000,0,1,3000,9077.0,1,0,0
1,Excavator,Brake System,500,500,0,0,500,7586.0,0,0,0
1,Excavator,Brake System,1000,1000,0,0,1000,7086.0,0,0,0
1,Excavator,Brake System,1500,1500,0,0,1500,6586.0,0,0,0
1,Excavator,Brake System,2000,2000,0,0,2000,6086.0,0,0,0
1,Excavator,Brake System,2500,2500,0,0,2500,5586.0,0,0,0
1,Excavator,Brake System,3000,3000,0,0,3000,5086.0,0,0,0
1,Excavator,Brake System,3500,3500,0,1,500,4586.0,0,0,0
1,Excavator,Brake System,4000,4000,0,1,1000,4086.0,0,0,0
1,Excavator,Brake System,4500,4500,0,1,1500,3586.0,0,0,0
1,Excavator,Brake System,5000,5000,0,1,2000,3086.0,0,0,0
1,Excavator,Brake System,5500,5500,0,1,2500,2586.0,0,0,0
1,Excavator,Brake System,6000,6000,0,1,3000,2086.0,0,0,0
1,Excavator,Brake System,6500,6500,0,2,500,1586.0,0,0,0
1,Excavator,Brake System,7000,7000,0,2,1000,1086.0,0,0,0
1,Excavator,Brake System,7500,7500,0,2,1500,586.0,0,0,0
1,Excavator,Brake System,8000,8000,0,2,2000,86.0,0,0,0
1,Excavator,Brake System,8086,8086,0,2,2086,0.0,2,0,1
1,Excavator,Brake System,9000,914,1,0,914,7565.0,1,1,0
1,Excavator,Hydraulic Pump,9000,9000,0,2,3000,846.0,1,0,0
1,Excavator,Engine,9000,9000,0,2,3000,6077.0,1,0,0
1,Excavator,Hydraulic Pump,500,500,0,0,500,9346.0,0,0,0
1,Excavator,Hydraulic Pump,1000,1000,0,0,1000,8846.0,0,0,0
1,Excavator,Hydraulic Pump,1500,1500,0,0,1500,8346.0,0,0,0
1,Excavator,Hydraulic Pump,2000,2000,0,0,2000,7846.0,0,0,0
1,Excavator,Hydraulic Pump,2500,2500,0,0,2500,7346.0,0,0,0
1,Excavator,Hydraulic Pump,3000,3000,0,0,3000,6846.0,0,0,0
1,Excavator,Hydraulic Pump,3500,3500,0,1,500,6346.0,0,0,0
1,Excavator,Hydraulic Pump,4000,4000,0,1,1000,5846.0,0,0,0
1,Excavator,Hydraulic Pump,4500,4500,0,1,1500,5346.0,0,0,0
1,Excavator,Hydraulic Pump,5000,5000,0,1,2000,4846.0,0,0,0
1,Excavator,Hydraulic Pump,5500,5500,0,1,2500,4346.0,0,0,0
1,Excavator,Hydraulic Pump,6000,6000,0,1,3000,3846.0,0,0,0
1,Excavator,Hydraulic Pump,6500,6500,0,2,500,3346.0,0,0,0
1,Excavator,Hydraulic Pump,7000,7000,0,2,1000,2846.0,0,0,0
1,Excavator,Hydraulic Pump,7500,7500,0,2,1500,2346.0,0,0,0
1,Excavator,Hydraulic Pump,8000,8000,0,2,2000,1846.0,0,0,0
1,Excavator,Hydraulic Pump,8500,8500,0,2,2500,1346.0,0,0,0
1,Excavator,Hydraulic Pump,9000,9000,0,2,3000,846.0,0,0,0
1,Excavator,Hydraulic Pump,9500,9500,0,3,500,346.0,0,0,0
1,Excavator,Hydraulic Pump,9846,9846,0,3,846,0.0,2,0,1
1,Excavator,Brake System,12000,3914,1,1,3000,4565.0,1,1,0
1,Excavator,Hydraulic Pump,12000,2154,1,0,2154,8217.0,1,1,0
1,Excavator,Engine,12000,12000,0,3,3000,3077.0,1,0,0
1,Excavator,Brake System,15000,6914,1,2,3000,1565.0,1,1,0
1,Excavator,Hydraulic Pump,15000,5154,1,1,3000,5217.0,1,1,0
1,Excavator,Engine,15000,15000,0,4,3000,77.0,1,0,0
1,Excavator,Engine,500,500,0,0,500,14577.0,0,0,0
1,Excavator,Engine,1000,1000,0,0,1000,14077.0,0,0,0
1,Excavator,Engine,1500,1500,0,0,1500,13577.0,0,0,0
1,Excavator,Engine,2000,2000,0,0,2000,13077.0,0,0,0
1,Excavator,Engine,2500,2500,0,0,2500,12577.0,0,0,0
1,Excavator,Engine,3000,3000,0,0,3000,12077.0,0,0,0
1,Excavator,Engine,3500,3500,0,1,500,11577.0,0,0,0
1,Excavator,Engine,4000,4000,0,1,1000,11077.0,0,0,0
1,Excavator,Engine,4500,4500,0,1,1500,10577.0,0,0,0
1,Excavator,Engine,5000,5000,0,1,2000,10077.0,0,0,0
1,Excavator,Engine,5500,5500,0,1,2500,9577.0,0,0,0
1,Excavator,Engine,6000,6000,0,1,3000,9077.0,0,0,0
1,Excavator,Engine,6500,6500,0,2,500,8577.0,0,0,0
1,Excavator,Engine,7000,7000,0,2,1000,8077.0,0,0,0
1,Excavator,Engine,7500,7500,0,2,1500,7577.0,0,0,0
1,Excavator,Engine,8000,8000,0,2,2000,7077.0,0,0,0
1,Excavator,Engine,8500,8500,0,2,2500,6577.0,0,0,0
1,Excavator,Engine,9000,9000,0,2,3000,6077.0,0,0,0
1,Excavator,Engine,9500,9500,0,3,500,5577.0,0,0,0
1,Excavator,Engine,10000,10000,0,3,1000,5077.0,0,0,0
1,Excavator,Engine,10500,10500,0,3,1500,4577.0,0,0,0
1,Excavator,Engine,11000,11000,0,3,2000,4077.0,0,0,0
1,Excavator,Engine,11500,11500,0,3,2500,3577.0,0,0,0
1,Excavator,Engine,12000,12000,0,3,3000,3077.0,0,0,0
1,Excavator,Engine,12500,12500,0,4,500,2577.0,0,0,0
1,Excavator,Engine,13000,13000,0,4,1000,2077.0,0,0,0
1,Excavator,Engine,13500,13500,0,4,1500,1577.0,0,0,0
1,Excavator,Engine,14000,14000,0,4,2000,1077.0,0,0,0
1,Excavator,Engine,14500,14500,0,4,2500,577.0,0,0,0
1,Excavator,Engine,15000,15000,0,4,3000,77.0,0,0,0
1,Excavator,Engine,15077,15077,0,5,77,0.0,2,0,1
1,Excavator,Brake System,8586,500,1,0,500,7979.0,0,1,0
1,Excavator,Brake System,9086,1000,1,1,86,7479.0,0,1,0
1,Excavator,Brake System,9586,1500,1,1,586,6979.0,0,1,0
1,Excavator,Brake System,10086,2000,1,1,1086,6479.0,0,1,0
1,Excavator,Brake System,10586,2500,1,1,1586,5979.0,0,1,0
1,Excavator,Brake System,11086,3000,1,1,2086,5479.0,0,1,0
1,Excavator,Brake System,11586,3500,1,1,2586,4979.0,0,1,0
1,Excavator,Brake System,12086,4000,1,2,86,4479.0,0,1,0
1,Excavator,Brake System,12586,4500,1,2,586,3979.0,0,1,0
1,Excavator,Brake System,13086,5000,1,2,1086,3479.0,0,1,0
