machine_id,machine_type,component,active_time,component_age,prev_failures,num_services_since_install,time_since_last_service,RUL,event_type_encoded,lifecycle_id,is_failure
1,Excavator,Brake System,3000,3000,0,0,3000,5086.0,1,0,0
1,Excavator,Hydraulic Pump,3000,3000,0,0,3000,6846.0,1,0,0
1,Excavator,Engine,3000,3000,0,0,3000,12077.0,1,0,0
1,Excavator,Brake System,6000,6000,0,1,3000,2086.0,1,0,0
1,Excavator,Hydraulic Pump,6000,6000,0,1,3000,3846.0,1,0,0
1,Excavator,Engine,6000,6000,0,1,3000,9077.0,1,0,0
1,Excavator,Brake System,8086,8086,0,2,2086,0.0,2,0,1
1,Excavator,Brake System,9000,914,1,0,914,7565.0,1,1,0
1,Excavator,Hydraulic Pump,9000,9000,0,2,3000,846.0,1,0,0
1,Excavator,Engine,9000,9000,0,2,3000,6077.0,1,0,0
1,Excavator,Hydraulic Pump,9846,9846,0,3,846,0.0,2,0,1
1,Excavator,Brake System,12000,3914,1,1,3000,4565.0,1,1,0
1,Excavator,Hydraulic Pump,12000,2154,1,0,2154,8217.0,1,1,0
1,Excavator,Engine,12000,12000,0,3,3000,3077.0,1,0,0
1,Excavator,Brake System,15000,6914,1,2,3000,1565.0,1,1,0
1,Excavator,Hydraulic Pump,15000,5154,1,1,3000,5217.0,1,1,0
1,Excavator,Engine,15000,15000,0,4,3000,77.0,1,0,0
1,Excavator,Engine,15077,15077,0,5,77,0.0,2,0,1
1,Excavator,Brake System,16565,8479,1,3,1565,0.0,2,1,1
1,Excavator,Brake System,18000,1435,2,0,1435,6833.0,1,2,0
1,Excavator,Hydraulic Pump,18000,8154,1,2,3000,2217.0,1,1,0
1,Excavator,Engine,18000,2923,1,0,2923,14962.0,1,1,0
1,Excavator,Hydraulic Pump,20217,10371,1,3,2217,0.0,2,1,1
1,Excavator,Brake System,21000,4435,2,1,3000,3833.0,1,2,0
1,Excavator,Hydraulic Pump,21000,783,2,0,783,9932.0,1,2,0
1,Excavator,Engine,21000,5923,1,1,3000,11962.0,1,1,0
1,Excavator,Brake System,24000,7435,2,2,3000,833.0,1,2,0
1,Excavator,Hydraulic Pump,24000,3783,2,1,3000,6932.0,1,2,0
1,Excavator,Engine,24000,8923,1,2,3000,8962.0,1,1,0
1,Excavator,Brake System,24833,8268,2,3,833,0.0,2,2,1
1,Excavator,Brake System,27000,2167,3,0,2167,6258.0,1,3,0
1,Excavator,Hydraulic Pump,27000,6783,2,2,3000,3932.0,1,2,0
1,Excavator,Engine,27000,11923,1,3,3000,5962.0,1,1,0
1,Excavator,Brake System,30000,5167,3,1,3000,3258.0,1,3,0
1,Excavator,Hydraulic Pump,30000,9783,2,3,3000,932.0,1,2,0
1,Excavator,Engine,30000,14923,1,4,3000,2962.0,1,1,0
1,Excavator,Hydraulic Pump,30932,10715,2,4,932,0.0,2,2,1
1,Excavator,Engine,32962,17885,1,5,2962,0.0,2,1,1
1,Excavator,Brake System,33000,8167,3,2,3000,258.0,1,3,0
1,Excavator,Hydraulic Pump,33000,2068,3,0,2068,8528.0,1,3,0
1,Excavator,Engine,33000,38,2,0,38,18325.0,1,2,0
1,Excavator,Brake System,33258,8425,3,3,258,0.0,2,3,1
1,Excavator,Brake System,36000,2742,4,0,2742,5917.0,1,4,0
1,Excavator,Hydraulic Pump,36000,5068,3,1,3000,5528.0,1,3,0
1,Excavator,Engine,36000,3038,2,1,3000,15325.0,1,2,0
1,Excavator,Brake System,39000,5742,4,1,3000,2917.0,1,4,0
1,Excavator,Hydraulic Pump,39000,8068,3,2,3000,2528.0,1,3,0
1,Excavator,Engine,39000,6038,2,2,3000,12325.0,1,2,0
1,Excavator,Hydraulic Pump,41528,10596,3,3,2528,0.0,2,3,1
1,Excavator,Brake System,41917,8659,4,2,2917,0.0,2,4,1
1,Excavator,Brake System,42000,83,5,0,83,8193.0,1,5,0
1,Excavator,Hydraulic Pump,42000,472,4,0,472,10150.0,1,4,0
1,Excavator,Engine,42000,9038,2,3,3000,9325.0,1,2,0
1,Excavator,Brake System,45000,3083,5,1,3000,5193.0,1,5,0
1,Excavator,Hydraulic Pump,45000,3472,4,1,3000,7150.0,1,4,0
1,Excavator,Engine,45000,12038,2,4,3000,6325.0,1,2,0
1,Excavator,Brake System,48000,6083,5,2,3000,2193.0,1,5,0
1,Excavator,Hydraulic Pump,48000,6472,4,2,3000,4150.0,1,4,0
1,Excavator,Engine,48000,15038,2,5,3000,3325.0,1,2,0
1,Excavator,Brake System,50193,8276,5,3,2193,0.0,2,5,1
1,Excavator,Brake System,51000,807,6,0,807,825.0,1,6,0
1,Excavator,Hydraulic Pump,51000,9472,4,3,3000,1150.0,1,4,0
1,Excavator,Engine,51000,18038,2,6,3000,325.0,1,2,0
1,Excavator,Engine,51325,18363,2,7,325,0.0,2,2,1
1,Excavator,Brake System,51825,1632,6,1,825,0.0,2,6,1
1,Excavator,Hydraulic Pump,52150,10622,4,4,1150,0.0,2,4,1
1,Excavator,Brake System,54000,2175,7,0,2175,5651.0,1,7,0
1,Excavator,Hydraulic Pump,54000,1850,5,0,1850,8723.0,1,5,0
1,Excavator,Engine,54000,2675,3,0,2675,16488.0,1,3,0
1,Excavator,Brake System,57000,5175,7,1,3000,2651.0,1,7,0
1,Excavator,Hydraulic Pump,57000,4850,5,1,3000,5723.0,1,5,0
1,Excavator,Engine,57000,5675,3,1,3000,13488.0,1,3,0
1,Excavator,Brake System,59651,7826,7,2,2651,0.0,2,7,1
1,Excavator,Brake System,60000,349,8,0,349,7654.0,1,8,0
1,Excavator,Hydraulic Pump,60000,7850,5,2,3000,2723.0,1,5,0
1,Excavator,Engine,60000,8675,3,2,3000,10488.0,1,3,0
1,Excavator,Hydraulic Pump,62723,10573,5,3,2723,0.0,2,5,1
1,Excavator,Brake System,63000,3349,8,1,3000,4654.0,1,8,0
1,Excavator,Hydraulic Pump,63000,277,6,0,277,223.0,1,6,0
1,Excavator,Engine,63000,11675,3,3,3000,7488.0,1,3,0
1,Excavator,Hydraulic Pump,63223,500,6,1,223,0.0,2,6,1
1,Excavator,Brake System,66000,6349,8,2,3000,1654.0,1,8,0
1,Excavator,Hydraulic Pump,66000,2777,7,0,2777,6977.0,1,7,0
1,Excavator,Engine,66000,14675,3,4,3000,4488.0,1,3,0
1,Excavator,Brake System,67654,8003,8,3,1654,0.0,2,8,1
1,Excavator,Brake System,69000,1346,9,0,1346,6817.0,1,9,0
1,Excavator,Hydraulic Pump,69000,5777,7,1,3000,3977.0,1,7,0
1,Excavator,Engine,69000,17675,3,5,3000,1488.0,1,3,0
1,Excavator,Engine,70488,19163,3,6,1488,0.0,2,3,1
1,Excavator,Brake System,72000,4346,9,1,3000,3817.0,1,9,0
1,Excavator,Hydraulic Pump,72000,8777,7,2,3000,977.0,1,7,0
1,Excavator,Engine,72000,1512,4,0,1512,18056.0,1,4,0
1,Excavator,Hydraulic Pump,72977,9754,7,3,977,0.0,2,7,1
